JobText,Times,Sim,difference

3) this position is covered by the faa core compensation plan. additional information about core compensation is available on the following website: http://jobs.faa.gov/faacorecompensation.htm.

4) applicants may be asked to verify information on their application for employment with the faa.

5) please ensure you answer all questions and follow all instructions carefully. errors or omissions may impact your rating or may result in you not being considered for the job.

6) please upload or fax supporting documents (405)954-3003 and reference the announcement number. to confirm receipt of faxed documents, please contact carrell hawkins at 405-954-7949.

this is a bargaining unit position.

links to important information: locality pay , cola

how you will be evaluated

you will be evaluated for this job based on how well you meet the qualifications above.

important: applicants may be rated on the extent and quality of experience, education, and training relevant to the duties of the position(s). all answers provided in the on-line process must be substantiated. ensure that your application package/resume supports your responses.

background checks and security clearance

security clearance

secret

drug test required

yes

* required documents

required documents

sf-50 (notification of personnel action) as indicated below.

if your qualifications for this position are based on education, you must upload or fax transcript(s) of your college coursework with your application package. failure to do so will result in loss of consideration. if selected, official transcripts will be required prior to employment.

school must be accredited by an accrediting institution recognized by the u.s. department of education. accreditation may be verified at the following website: www.ed.gov.

please reference the announcement number on all documents submitted by fax or mail, ensure submission no later than the closing date of the announcement.

all veterans: if you are claiming veterans' preference, you must submit either a dd form 214 certificate of release or discharge from active duty (member 4 copy or equivalent), or a document from the armed forces certifying that within 120 days you are expected to be discharged or released from active duty service under honorable conditions. if you are claiming 10 point preference, you must also submit a completed sf-15, application for 10-point veteran's preference, and supporting documents outlined on the sf-15. documents must be uploaded or faxed to the servicing human resource management office listed in this announcement and all documents must be received by the closing date of the announcement. if you fail to submit documentation, you will be assessed as a non-veteran.

if you are claiming 10 point preference but fail to submit the supporting documents outlined on the sf-15, you will be tentatively assessed as a 5 point preference eligible provided your dd form 214 reflects that you have the service required to qualify for preference. documents must be uploaded or faxed to the servicing human resource management office listed in this announcement and all documents must be received by the closing date of the announcement. if you fail to submit documentation, you will be assessed as a non-veteran.

veterans currently on active duty claiming veterans' preference: you will be granted tentative preference if you submit a document from the armed forces certifying that within 120 days you are expected to be discharged or released from active duty service under honorable conditions and your application shows that you have the required service. prior to being appointed, you must provide to the servicing human resource management office a dd form 214 documenting discharge/release and showing that the service was honorable or general. if you are on terminal leave, you must provide documentation certifying authorized terminal leave.

if you are relying on your education to meet qualification requirements:

education must be accredited by an accrediting institution recognized by the u.s. department of education in order for it to be credited towards qualifications. therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the u.s. department of education.

failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.

* benefits

benefits

a career with the u.s. government provides employees with a comprehensive benefits package. as a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. learn more about federal benefits.

review our benefits

eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. contact the hiring agency for more information on the specific benefits offered.

* how to apply

how to apply

you must apply online to receive consideration. your application must have a status of ""received"" by 11:59 pm eastern time on the close date for it to be accepted. if you are applying for positions associated with faa registers, your application must have a status of ""received"" each time a referral list is created in order to receive consideration for positions associated with register.

in describing your work experience and/or education, please be clear and specific regarding your experience or education.

we strongly encourage applicants to utilize the usajobs resume builder in the creation of resumes.

please ensure each work history includes all of the following information:

* job title (include series and grade if federal job)
* duties (be specific in describing your duties)
* employer's name and address
* supervisor name and phone number
* start and end dates including month, day and year (e.g. june 18 2007 to april 05 2008)
* full-time or part-time status (include hours worked per week)
* salary

determining length of general or specialized experience is dependent on the above information and failure to provide all of this information may result in a finding of ineligible.

you may upload completed documents to your usajobs account. this will provide you the opportunity to utilize the uploaded information again when applying for future vacancies. please see this guide, document upload guide, for more information on uploading and re-using the documents in your applications.

agency contact information

carrell dee hawkins carrell dee hawkins

phone

405-954-7949

fax

405-954-3003

email

carrell.hawkins@faa.gov

address

federal aviation administration
dot/faa/mmac/ahf-c400
6500 s. macarthur blvd.
oklahoma city, ok
us

learn more about this agency

next steps

candidates for faa positions are evaluated using our automated vacancy information access tool for online referral (aviator) system. aviator compares your skills and experience as described in your application with the requirements of the position. if you are found to be an eligible, highly-qualified candidate, you will be referred to the selecting official for further consideration. (in some cases, individuals with priority for special consideration must be considered and selected before other candidates.) whether or not you are contacted for an interview depends upon the location of the position and the judgment of the selecting official.

important - if you make any change to your application, you must resubmit it. if you change your application and do not resubmit it, your changes will not be considered part of your application package, and your previous application will be considered.

all qualified applicants will be considered regardless of political affiliation, race, color, religion, national origin, gender, sexual orientation, marital status, age, disability, or other non-merit factors. dot provides reasonable accommodations to applicants with disabilities. if you need a reasonable accommodation for any part of the application and hiring process, please notify us. decisions on granting reasonable accommodation will be made on a case-by-case basis. additional information on reasonable accommodations procedures or on eeo programs is available on office of civil rights (acr) or by contacting the local faa civil rights office.

* fair & transparent

fair & transparent

the federal hiring process is setup to be fair and transparent. please read the following guidance.

equal employment opportunity policy

the united states government does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.

* equal employment opportunity (eeo) for federal employees & job applicants

reasonable accommodation policy

federal agencies must provide reasonable accommodation to applicants with disabilities where appropriate. applicants requiring reasonable accommodation for any part of the application process should follow the instructions in the job opportunity announcement. for any part of the remaining hiring process, applicants should contact the hiring agency directly. determinations on requests for reasonable accommodation will be made on a case-by-case basis.

a reasonable accommodation is any change to a job, the work environment, or the way things are usually done that enables an individual with a disability to apply for a job, perform job duties or receive equal access to job benefits.

under the rehabilitation act of 1973, federal agencies must provide reasonable accommodations when:

* an applicant with a disability needs an accommodation to have an equal opportunity to apply for a job.
* an employee with a disability needs an accommodation to perform the essential job duties or to gain access to the workplace.
* an employee with a disability needs an accommodation to receive equal access to benefits, such as details, training, and office-sponsored events.

you can request a reasonable accommodation at any time during the application or hiring process or while on the job. requests are considered on a case-by-case basis.

learn more about disability employment and reasonable accommodations or how to contact an agency.

legal and regulatory guidance

* financial suitability
* social security number request
* privacy act
* signature and false statements
* selective service
* new employee probationary period

note: we cannot accept applications on behalf of federal agencies. application instructions are listed within the job description.",1.0076060493159193,-11.462824204305532,12.470430253621451
"director office of enforcement and import operations

department of health and human services
food and drug administration

office of regulatory affairs

503107500 fda-ora-ses-18-10228314 2

* overview
* locations
* duties
* requirements
* required documents
* benefits
* 
*

help

overview

*

open & closing dates

06/21/2018 to 07/23/2018

*

salary

$126,148 to $189,600 per year

*

pay scale & grade

es 00

*

work schedule

full-time

*

appointment type

permanent

help

locations

1 vacancy in the following locations:

*

long beach, ca

*

rockville, md

*

detroit, mi

*

queens, ny

* show more locations (2)
*

nashville, tn

*

dallas, tx

relocation expenses reimbursed

yes you may qualify for reimbursement of relocation expenses in accordance with agency policy. **this position is one vacancy to be filled at one of the duty locations listed above** indicate which duty location(s) you are interested in, on your application.

help

this job is open to

*

senior executives

those who meet the five executive core qualifications (ecqs).

*

the public

u.s. citizens, nationals or those who owe allegiance to the u.s.

*

federal employees - competitive service

current or former competitive service federal employees.

clarification from the agency

all u.s. citizens

apply

print
share
*
*
*
*
*
*

save

announcement number

fda-ora-ses-18-10228314

control number

503107500

* duties
help

duties

summary

fda (or agency) is the regulatory, scientific, public health and consumer protection agency responsible for ensuring all human and animal drugs, medical devices, cosmetics, foods, food additives, drugs and medicated feeds for food producing animals, tobacco and radiation emitting devices safe, and effective.

the office of regulatory affairs (ora) leads all agency field activities, conducting inspections and investigations of regulated products and manufacturers.

learn more about this agency

responsibilities

* responsibilities of the director, office of enforcement and import operations:
* serves as the principal advisor to the associate commissioner for regulatory affairs (acra) and other agency senior leaders on fda import operations and enforcement activities conducted by ora personnel.
* has overall budget authority for $2.6m and oversees a staff of over 800 throughout the us.
* provides direction, assistance, management, and oversight of fda's field import operations, including the review of prior notice and intelligence data on human and animal food.
* provides management and oversight of the agency's debarment program.
* provides leadership in the development, implementation and evaluation of laws, regulations and policies as they relate to fda's broad global and national programs and activities to ensure the safety and, efficacy of fda-regulated products.
* directs and coordinates ora's activities related to the investigation of health fraud; serves as the health fraud liaison to the centers.
* guides and coordinates ora field activities in support of all fda-regulated product recalls.
* advises and assists the acra and other fda and ora senior officials on compliance program and policy development, implementation, and long-range strategic agency goals, affecting ora's 5,000 employees and every center within fda.
* oversees the implementation of new laws such as the food safety modernization act, the food and drug administration safety and innovation act and the generic drug user fee act.
* responsible for transparency initiatives for sharing compliance and enforcement data to promote better risk-based product approaches both domestically and internationally.
* leads efforts to develop or identify enforcement it systems, capabilities, and processes to manage the exchange of information.
* collaborates with other federal, state and international regulatory and public health partners to enhance information sharing and seeking mutual reliance on regulatory systems.
* provides technical expertise on fda enforcement and import operations matters to ora staff and other fda offices in response to evolving policies, risk-based compliance, transparency, and regulatory follow up investigations.
* mitigates and responds to public health incidents through the development of interagency agreements and memorandums of understanding to allow the broadest public health and regulatory response.
* provides staff assistance required in the development of fda compliance programs, international capacity building initiatives, and, certification innovation.
* coordinates and collaborates with senior level staff on programmatic or policy responsibilities and ensures the communication of agency-wide product safety policies and program decisions to ora staff, and other fda components.

travel required

occasional travel - you may be expected to travel for this position.

supervisory status

yes

promotion potential

00

*

job family (series)

0301 miscellaneous administration and program

0696 consumer safety

similar jobs

* development managers
* managers, development
* managers, training
* training and development managers
* training managers

* requirements
help

requirements

conditions of employment

conditions of employment:

1. u.s. citizenship is required for federal employment.
2. ethics pre-clearance/financial disclosure statement is required.
3. security and background requirements: if not previously completed, a background security investigation will be required for all appointees. appointment will be subject to the applicant's successful completion of a background security investigation and favorable adjudication. failure to successfully meet these requirements may be grounds for appropriate personnel action. in addition, if hired, a background security reinvestigation or supplemental investigation may be required at a later time. applicants are also advised that all information concerning qualifications is subject to investigation. false representation may be grounds for non-consideration, non-selection and/or appropriate disciplinary action.
4. e-verify: if you are selected for this position, the documentation that you present for purposes of completing the department of homeland security (dhs) form i-9 will be verified through the dhs ""e-verify"" system. federal law requires dhs to use the e-verify system to verify employment eligibility of all new hires, and as a condition of continued employment obligates the new hire to take affirmative steps to resolve any discrepancies identified by the system. the u.s. department of health and human services is an e-verify participant.
5. direct deposit: all federal employees are required to have federal salary payments made by direct deposit to a financial institution of their choosing. all qualification requirements must be met by the closing date of the announcement.
6. probationary period: persons newly selected for career appointment to the ses must have their ecqs approved by the opm qualifications review board and will be required to serve a one-year probationary period, if not previously completed.
7. bargaining unit position: no
8. drug screening required: no
9. recruitment bonus: maybe authorized.
10. relocation bonus: maybe authorized.
11. supervisory position: yes
in accordance with federal and agency travel regulations, the payment of travel and relocation expenses may be reimbursed for travel, transportation and relocation expenses associated with reporting for duty to this position.

all qualification requirements must be met by 11:59 pm (eastern time) on 07/23/2018.

qualifications

in order to qualify for director office of enforcement and import operations, 0301/0696, es - 00, you must possess the following:

specialized experience requirement
to be qualified for this position, you must provide evidence of experience in a managerial capacity with responsibility for providing supervisory direction to a large and diverse organization responsible for promoting economy, efficiency, and effectiveness in the administration of programs and operations on a national level and preventing and detecting fraud and abuse in such programs and operations. this experience must be evidenced by sophisticated analytical skills, superior written and oral communication skills, good judgment, and experience in interacting with government and non-government officials. typically, experience of this nature is gained at or above the gs-15 grade level in the federal service, or its equivalent with state or local government, the private sector, or nongovernmental organizations. at this level, you would have typically been responsible for planning, directing, and evaluating work that included managing and/or supervising other managers. you must demonstrate in your résumé, significant achievements, increasing levels of responsibility as a manager, and a solid record of successful professional performance.

as a basic requirement for entry into the senior executive service (ses), your résumé must show evidence of progressively responsible leadership experience that is indicative of senior executive level management capability, and that is directly related to the skills and abilities outlined under the technical qualifications (tqs), desired qualifications (dqs) and the five executive core qualifications (ecqs) listed below.

technical qualifications (tqs) -- your résumé must show that you possess the following tqs:

1. senior level experience as a leader in a complex organization managing, planning, directing, and evaluating multidisciplinary activities of significant scope and effect.
2. demonstrated ability to build strong working relationships among people and organizations with diverse interests and/or opinions, such as industry, professional, public health or consumer organizations, media, other federal, state, or local agencies, foreign governments and congress.
3. knowledge of the food and drug act and/or import operations and regulations.

desirable qualifications (dqs) -- it is desired that you have the following. please show in your résumé if you possess these qualifications:

1. training, professional development, and outside professional activities that provide evidence of **initiative**, **resourcefulness** and potential for effective job performance at a senior level, and honors, awards, or other recognition for performance or contributions related to the position.
2. an advanced degree such as juris doctorate, doctor of philosophy, medical doctor, masters in business administration or a masters in public health degree.
3. background or experience in law enforcement and/or import operations.

public health service commissioned corps officers interested in applying for this position to serve in the ses, must resign their commission if selected.

executive core qualifications (ecqs) -- your résumé must show that you possess the following ecqs:

fundamental competencies are the foundation for success in each of the ecqs and should be evident over the course of your résumé: interpersonal skills; oral communication; integrity/honesty; written communication; continual learning; and public service motivation. it is strongly recommended that you visit the following office of personnel management (opm) webpage for more information regarding the fundamental competencies and ecqs. https://www.opm.gov/policy-data-oversight/senior-executive-service/executive-core-qualifications/.

1. leading change: the ability to bring about strategic change, both within and outside the organization, to meet organizational goals. inherent to this ecq is the ability to establish an organizational vision and to implement it in a continuously changing environment. (competencies: creativity and innovation, external awareness, flexibility, **resilience**, strategic thinking, vision)

2. leading people: the ability to lead people toward meeting the organization's vision, mission, and goals. inherent to this ecq is the ability to provide an inclusive workplace that fosters the development of others, facilitates cooperation and teamwork, and supports constructive resolution of conflicts. (competencies: conflict management, leveraging diversity, developing others, team building)

3. **results** driven: the ability to meet organizational goals and customer expectations. inherent to this ecq is the ability to make decisions that produce high quality **results** by applying technical knowledge, analyzing problems, and calculating risks. (competencies: accountability, customer service, decisiveness, entrepreneurship, problem solving, technical credibility)

4. business acumen: the ability to manage human, financial, and information resources strategically. (competencies: financial management, human capital management, technology management)

5. building coalitions: the ability to build coalitions internally and with other federal agencies, state and local governments, nonprofit and private sector organizations, foreign governments, or international organizations to achieve common goals. (competencies: partnering, political savvy, influencing/negotiating)

the application process for this position is rã?sumã? only. you should address the tqs, dqs, and ecqs within the context of a 5-page résumé. any information submitted in excess of 5 pages will not be considered. we strongly encourage you to submit a résumé that is tailored specifically for this position to ensure it includes relevant examples of how you possess the technical qualifications and the five executive core qualifications. your résumé should emphasize your level of responsibilities, the scope and complexity of programs managed (e.g., budget, type/# of staff supervised) and program accomplishments, including the **results** of your actions.

if selected, you will be required to complete an ecq package by drafting narratives for each of the ecqs for submission and certification by an opm qualifications review board (qrb) in order to be placed in this position. if you are currently serving in a career ses appointment, are eligible for reinstatement into the ses, or have successfully completed an ses candidate development program approved by the office of personnel management (opm), you will not need to draft the ecqs.

only experience obtained by the closing date of this announcement will be considered.

education

there is no education requirement for the 0301 series.

for the consumer safety series, 0696 the following are the educational requirements:

the education must have been obtained at a college, university, or an accrediting body recognized by the secretary, at the time the degree was obtained.

applicants must meet one of the following requirements.

a bachelor's or graduate/higher level degree in quality assurance or a related degree that included at least 30 semester hours in one or a combination of the following: consumer laws, biological sciences, food science, chemistry, pharmacy, physical sciences, food technology, nutrition, medical science, engineering, epidemiology, veterinary medical science, legal investigations, law enforcement, or related scientific fields that provided knowledge directly related to consumer safety officer work.

the 30 semester hours may include up to 8 semester hours in statistics, or course work that included the principles, theory, or practical application of computers or computer programming.

or

a combination of education and experience--courses consisting of at least 30 semester hours in the fields of study described in paragraph a above, plus appropriate experience or additional education.

additional information

* if you are serving, or have served in the last 5 years (from 07/23/2018) as an executive branch political, schedule c, or non-career ses appointee, hhs/fda may be required to obtain approval by the office of personnel management (opm) prior to beginning employment. you can find out if you have held one of these appointment types by looking at your standard form 50s in your electronic official personnel folder (eopf), in section 5 where the legal authorities are listed. if you have served or are currently serving, you must provide a copy of your sf-50, notification of personnel action, documenting this appointment. in addition, you will be required to respond to the question in the assessment and certify your responses to the questionnaire. https://www.opm.gov/faqs/topic/ppa/
* probationary period: persons newly selected for career appointment to the ses must have their ecqs approved by the opm qualifications review board and will be required to serve a one-year probationary period.
* relocation: travel, transportation, relocation expenses and/or incentive may be authorized subject to funds availability and the agency's determination that it would be in the best interest of the government to authorize such payments as allowed by regulation.
* mobility: individuals selected for ses positions may be subject to reassignment across geographic, organizational, and functional lines.
* direct deposit: all federal employees are required to have federal salary payments made by electronic direct deposit to a financial institution of their choosing.
* veteran's preference: does not apply to the ses.
* selective service registration: males born after december 31, 1959 must be registered or exempt from selective service. you can learn more by visiting the selective service registration site https://www.sss.gov/home/registration.
* reasonable accommodation: this agency provides reasonable accommodation to applicants with disabilities. if you need a reasonable accommodation for any part of the application and hiring process, please contact the bethesda center helpdesk (888) 478-4340; tty/tdd: (866) 539-4484; or by email quickquestions@fda.hhs.gov. the decision on granting reasonable accommodation will be made on a case-by-case basis.
* equal employment opportunity: the united states government does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.
* e-verify: if you are selected for this position, the documentation that you present for purposes of completing the department of homeland security (dhs) form i-9 will be verified through the dhs ""e-verify"" system. federal law requires dhs to use the e-verify system to verify employment eligibility of all new hires, and as a condition of continued employment obligates the new hire to take affirmative steps to resolve any discrepancies identified by the system. the u.s. department of health and human services is an e-verify participant.

read more

how you will be evaluated

you will be evaluated for this job based on how well you meet the qualifications above.

once the job opportunity announcement closes (at 11:59 pm et on 07/23/2018), you will be evaluated for this job based on how well you meet the qualifications above.

your résumé and responses to the assessment questionnaire are an integral part of the process for determining your basic and specialized qualifications for the position. responses that are not supported by your résumé will eliminate you from consideration. your application will be evaluated in the following manner.

1. application packages will be reviewed for completeness. incomplete or late packages will not receive further consideration.

2. basic qualifications review. your résumé and questionnaire will be reviewed to ensure that you meet the specialized experience requirement. if you do not meet this requirement, you will not receive further consideration.

3. if it is determined that you meet the basic qualifications for the position, your application package will be further evaluated by a rating and ranking panel, and highly qualified candidates may be invited to participate in a structured interview, submit writing samples, and undergo reference checks. top candidates may be required to submit further written documentation of qualifications.

4. the hhs fda executive resources board will review **results** and make recommendations on final selections to the appointing authority.

all information concerning qualifications is subject to investigation. you should expect that we will verify performance, suitability, security information and take that information into account in making employment offers. false representation may be grounds for non-consideration, non-selection, and/or appropriate disciplinary action. all initial appointments to an ses position are contingent on approval from opm's qualifications review board unless the selectee has successfully participated in an opm approved ses candidate development program. an individual's initial ses career appointment becomes final only after the individual successfully completes a 1-year probationary period. for additional information concerning the ses visit http://www.usajobs.gov/seniorexecutives.

read more

background checks and security clearance

security clearance

public trust - background investigation

* required documents
help

required documents

you are encouraged to apply online. applying online will allow you to review and track the status of your application.

the following documents are requiredfor this vacancy:

* resume
* sf-50

""required"" indicates that the above documents are required to determine your qualification for this vacancy. these documents are collected from all applicants and failing to provide any of these documents may result in your application being deemed incomplete or not qualified. pay close attention to the list above to ensure you are providing all of the documentation we need to consider your application.

the following documents are acceptedfor this vacancy:

* cover letter
* qrb certification
* resume
* sf-50
* transcript

""accepted"" means that you will have the opportunity to submit these documents if they are applicable to you. such documents include veteran preference or other special eligibility documentation, transcripts, or other optional documentation that helps us determine your eligibility. the above list of documents may not apply to some applicants.

we strongly encourage you to submit a résumé that is tailored specifically for this executive position to ensure it includes relevant examples of how you possess the technical qualifications and the five executive core qualifications. your résumé should emphasize your level of responsibilities, the scope and complexity of programs managed and program accomplishments, including the **results** of your actions.

applicants typically provide the following information in their résumé:
* vacancy announcement number and title of position -
* full name, mailing and email addresses, day and evening telephone numbers.
* educational information, including the name, city and state of colleges or universities attended, as well as the type of degree received.
* information about paid and unpaid work experience related to the position, including: title, duties and accomplishments, employers' name and address, duration of employment, and salary (or grade, if federal).
* information about honors, awards, and special accomplishments.
financial disclosure reporting: the ethics in government act, pl 95-521 requires the applicant selected for this position to submit a public financial disclosure report (oge form 278) prior to assuming the ses position, annually, and upon termination of employment. visit the office of government ethics website at www.oge.gov and select financial disclosure. frequently asked questions can be found at https://www.oge.gov/web/oge.nsf/public%20financial%20disclosure.

do not include personally identifiable information (pii) such as social security number or date of birth on your résumé.

for other résumé and application tips, visit https://help.usajobs.gov/index.php/most_effective_resumes.

please visit the youtube link for additional tips: https://www.youtube.com/watch?v=bqykibnuiju

failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.

if you are relying on your education to meet qualification requirements:

education must be accredited by an accrediting institution recognized by the u.s. department of education in order for it to be credited towards qualifications. therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the u.s. department of education.

failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.

* benefits
help

benefits

a career with the u.s. government provides employees with a comprehensive benefits package. as a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. learn more about federal benefits.

review our benefits

eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. contact the hiring agency for more information on the specific benefits offered.

* 
help",5.814664335516498,-6.532360873857395,12.347025209373893
"employer:   u.s. food and drug administration - fda

industry:   government / civil service
country:   united states
state/province:   washington
city:   tacoma
post date:   06/20/2018 11:00 am
summary

this position is located in the office of global regulatory operations and policy/ office of regulatory affairs (ora).

one vacancy will be filled in the following duty location:
tacoma, wa

additional selections may be made within the same geographical area fda-wide.
learn more about this agency
responsibilities

* plans and conducts regulatory inspections and in depth investigations of various industry establishments.
* surveys and follows up with non-compliant industry establishments where violations are clear cut and seeks voluntary compliance.
* performs analyses and evaluation on data samples and documented information gathered during inspections and investigations.
* developmental assignments include assisting higher level employees in the review and evaluation of inspection reports of products or establishments submitted by the field for regulatory action consideration.
* prepares final reports, position papers and other written documentation that support investigative findings and recommendations.

travel required

50% or less - you may be expected to travel up to 50% of the time for this position.

supervisory status

no

promotion potential

12

* job family (series)

0696 consumer safety

* help requirements
conditions of employment

* citizenship requirement: you must be a u.s. citizen to be considered for this advertisement unless explicitly stated otherwise.
* selective service registration: all males born on, or after, 12/31/1959, must be registered with the selective service or have an approved exemption. visit sss.gov for more info.
* fda participates in e-verify: all new hires must complete the i-9 form; this information will be processed through e-verify to determine your employment eligibility. if a discrepancy arises, you must take affirmative steps to resolve the matter.
* background investigation requirement: all employees must pass a security investigation. failing to pass the background check may be grounds for removal or legal action. if hired, you may be subject to additional investigations at a later time.
* time-in-grade requirement: if you are applying as a current federal employee, you must meet the time-in-grade requirements described in the qualifications section, generally, 52-weeks of comparable experience at the next lowest grade.
* you must meet all requirements by the closing date of this announcement to be considered. only education, experience, and qualifications attained by this date will be considered. you must continue to meet all requirements through the hiring process.
* certification of accuracy: all information concerning eligibility and qualification is subject to investigation and verification. false representation may be grounds for non-consideration, non-selection, or appropriate legal action.
* direct deposit: you will be required to have all federal salary payments electronically deposited into a bank account with a financial institution of your choice.
* position requires occasional lifting of heavy objects up to 50 lbs. and may require work to be performed in extreme environmental conditions such as dust, cold, hot, noise, etc., for extended periods of time.
* position requires travel away from home up to 50% of the time. this involves performing domestic travel which could take you away from home up to 2-3 weeks at a time via air, train, or automobile.
* position requires driving to various job sites using private vehicles or government owned vehicles.
* may also include most recent performance appraisal or evaluation, licensure, or certification requirements or any other applicable requirements of the position.

qualifications

in order to qualify for consumer safety officer, 0696, at gs - 7/9, you must meet time-in-grade requirements by 07/03/2018.
in accordance with office of personnel management policy, federal employees are assumed to have gained experience by performing duties and responsibilities appropriate for their official series and grade level as described in their position description. experience that would not normally be part of the employee's position is creditable, however, when documented by satisfactory evidence, such as a signed memorandum from the employee's supervisor or an sf-50 or sf-52 documenting an official detail or other official assignment. the documentation must indicate whether the duties were performed full time or, if part time, the percentage of times the other duties were performed. it is expected that this documentation is included in the employee's official personnel record. in order to receive credit for experience in your resume that is not within the official series and grade level of your official position, you must provide a copy of the appropriate documentation of such experience as indicated above.
if you are applying based on some other qualifying eligibility (i.e. you are not applying as a current federal employee), you must meet the specific requirements of the eligibility you are claiming, and must have sufficient past experience to demonstrate that you are minimally qualified for this position.
see unique hiring paths on usajobs for more information about various ways you may be eligible to apply!

phs commissioned corps officers interested in performing the duties of this position within the commissioned corps may apply online to this announcement. candidates will be referred to (cc) personnel and not as candidates for conversion to a permanent career or career-conditional appointment.

you must submit supporting documentation to verify your eligibility to apply for this vacancy. for most applicants, an sf-50 will be required. however, if you are applying as a veteran , individual with a qualifying disability , or a displaced employee , you will be required to provide other supporting documents as applicable. see the required documents section for more details.

you must possess the basic requirements identified below to be considered eligible for the position. transcripts must be provided with the application to validate that coursework requirements are met. failure to submit all transcripts will be considered an incomplete application.

in order to qualify for the consumer safety officer, gs-0696-07/09, you must meet the following basic requirements:
the education must have been obtained at a college, university, or an accrediting body recognized by the secretary, u.s. department of education at the time the degree was obtained.

applicants must meet one of the following requirements.

a. a bachelor's or graduate/higher level degree in quality assurance or a related degree that included at least 30 semester hours in one or a combination of the following: consumer laws, biological sciences, food science, chemistry, pharmacy, physical sciences, food technology, nutrition, medical science, engineering, epidemiology, veterinary medical science, legal investigations, law enforcement, or related scientific fields that provided knowledge directly related to consumer safety officer work.
the 30 semester hours may include up to 8 semester hours in statistics, or course work that included the principles, theory, or practical application of computers or computer programming.
or
b. combination of education and experience--courses consisting of at least 30 semester hours in the fields of study described in paragraph a above, plus appropriate experience or additional education.

in addition to meeting the basic requirements for the consumer safety officer, gs-0696-07/09, you must meet the following specialized experience:
for gs-07
in addition, applicants must meet the following: you must possess 1 year of specialized experience equivalent to the gs-05 in the federal service for the gs-07, specialized experience is experience that has equipped the applicant with the particular knowledge, skills, and abilities to perform successfully the duties of the position, and that is typically in or related to the work of the position to be filled. examples of specialized experience for the gs-07 include gathering and performing standard analyses of scientific data; and preparing reports on scientific/technical study findings.

see education section for education substitution for the gs-07.
.
for gs-09
you must possess 1 year of specialized experience equivalent to the gs-07 in the federal service for the gs-09, specialized experience is experience that has equipped the applicant with the particular knowledge, skills, and abilities to perform successfully the duties of the position, and that is typically in or related to the work of the position to be filled. examples of specialized experience for the gs-09 include gathering and performing standard analyses of scientific data; reviewing and evaluating scientific data for efficacy and safety and preparing reports on scientific/technical study findings.
